,date_created,status,fuel,weight,distance,fuel_level,fuel_comsumed,interval,fuel_esc,fuel_level_esc,fuel_comsumed_esc
0,2021-08-06 07:53:00,Parado,91,0,0.0,191.1,0.0,0.0,93,320.85,0.0
1,2021-08-06 07:53:00,Parado,91,0,0.0,191.1,0.0,0.0,93,320.85,0.0
2,2021-08-06 08:00:00,Movimento,90,0,0.95,190.69,0.41,7.6,92,319.69733333333335,1.1526666666666667
3,2021-08-06 08:00:17,Carregando,90,562,0.0,190.6663888888889,0.02361111111111111,0.2833333333333333,92,319.64538888888893,0.051944444444444446
4,2021-08-06 08:00:26,Carregando,90,597,0.0,190.6538888888889,0.0125,0.15,92,319.61788888888896,0.0275
5,2021-08-06 08:00:43,Carregando,90,554,0.0,190.6302777777778,0.02361111111111111,0.2833333333333333,92,319.57538888888894,0.0425
6,2021-08-06 08:00:59,Carregando,90,516,0.0,190.60805555555558,0.022222222222222223,0.26666666666666666,92,319.5220555555556,0.05333333333333334
7,2021-08-06 08:01:09,Carregando,90,549,0.0,190.5941666666667,0.013888888888888888,0.16666666666666666,92,319.4942777777778,0.027777777777777776
8,2021-08-06 08:01:18,Carregando,90,519,0.0,190.5816666666667,0.0125,0.15,92,319.46427777777785,0.03
9,2021-08-06 08:01:35,Carregando,90,551,0.0,190.5580555555556,0.02361111111111111,0.2833333333333333,92,319.41705555555563,0.04722222222222222
10,2021-08-06 08:01:51,Carregando,90,565,0.0,190.5358333333334,0.022222222222222223,0.26666666666666666,92,319.3770555555556,0.04
11,2021-08-06 08:02:07,Carregando,90,493,0.0,190.51361111111117,0.022222222222222223,0.26666666666666666,92,319.3237222222223,0.05333333333333334
12,2021-08-06 08:02:18,Carregando,90,549,0.0,190.4983333333334,0.015277777777777777,0.18333333333333332,92,319.2931666666667,0.030555555555555555
13,2021-08-06 08:02:37,Carregando,90,535,0.0,190.4719444444445,0.02638888888888889,0.31666666666666665,92,319.2403888888889,0.05277777777777778
14,2021-08-06 08:02:55,Carregando,90,590,0.0,190.44694444444448,0.025,0.3,92,319.1853888888889,0.055
15,2021-08-06 08:03:04,Carregando,90,565,0.0,190.4344444444445,0.0125,0.15,92,319.1603888888889,0.025
16,2021-08-06 08:03:17,Carregando,90,604,0.0,190.41638888888895,0.018055555555555554,0.21666666666666667,92,319.1278888888889,0.0325
17,2021-08-06 08:03:32,Carregando,90,598,0.0,190.3955555555556,0.020833333333333332,0.25,92,319.0778888888889,0.05
18,2021-08-06 08:03:51,Carregando,90,630,0.0,190.3691666666667,0.02638888888888889,0.31666666666666665,92,319.0251111111111,0.05277777777777778
19,2021-08-06 08:04:04,Carregando,90,505,0.0,190.35111111111115,0.018055555555555554,0.21666666666666667,92,318.99261111111105,0.0325
20,2021-08-06 08:04:17,Carregando,90,629,0.0,190.3330555555556,0.018055555555555554,0.21666666666666667,92,318.9492777777777,0.043333333333333335
21,2021-08-06 08:04:35,Carregando,90,588,0.0,190.3080555555556,0.025,0.3,92,318.8942777777777,0.055
22,2021-08-06 08:04:49,Carregando,90,501,0.0,190.28861111111115,0.019444444444444445,0.23333333333333334,92,318.8553888888888,0.03888888888888889
23,2021-08-06 08:05:00,Carregando,90,570,0.0,190.27333333333337,0.015277777777777777,0.18333333333333332,92,318.8278888888888,0.0275
24,2021-08-06 08:05:13,Carregando,90,595,0.0,190.25527777777782,0.018055555555555554,0.21666666666666667,92,318.7881666666666,0.03972222222222222
25,2021-08-06 08:05:32,Carregando,90,582,0.0,190.22888888888892,0.02638888888888889,0.31666666666666665,92,318.7406666666666,0.0475
26,2021-08-06 08:05:41,Carregando,90,509,0.0,190.21638888888893,0.0125,0.15,92,318.7156666666666,0.025
27,2021-08-06 08:05:59,Carregando,90,521,0.0,190.19138888888892,0.025,0.3,92,318.6556666666666,0.06
28,2021-08-06 08:06:09,Carregando,90,560,0.0,190.17750000000004,0.013888888888888888,0.16666666666666666,92,318.62233333333324,0.03333333333333333
29,2021-08-06 08:19:09,Movimento,90,0,1.32,189.65750000000003,0.52,13.89,91,316.72634833333325,1.895985
30,2021-08-06 08:22:09,Descarregando,90,0,0.0,189.52625000000003,0.13125,3.0,91,316.27134833333326,0.455
31,2021-08-06 08:30:09,Movimento,89,0,1.22,188.71625000000003,0.81,8.71,91,314.8182299999999,1.4531183333333333
32,2021-08-06 08:30:25,Carregando,89,629,0.0,188.71269444444448,0.0035555555555555557,0.26666666666666666,91,314.7782299999999,0.04
33,2021-08-06 08:30:40,Carregando,89,568,0.0,188.70936111111115,0.0033333333333333335,0.25,91,314.73239666666655,0.04583333333333333
34,2021-08-06 08:30:51,Carregando,89,640,0.0,188.7069166666667,0.002444444444444445,0.18333333333333332,91,314.69878555555545,0.03361111111111111
